C	merchant_wallet_configs	sign_enabled	
C	merchant_wallet_configs	sign_secret	HMAC 密钥，建议加密存储
C	merchant_wallet_configs	status	
C	merchant_wallet_configs	timeout_ms	
C	merchant_wallet_configs	updated_at	
C	merchant_wallet_configs	verify_response	
C	merchant_wallet_configs	wallet_type	seamless/transfer/mock
C	merchant_webhooks	created_at	
C	merchant_webhooks	event_type	settlement.confirmed/bigwin/risk.alert
C	merchant_webhooks	headers	extra HTTP headers
C	merchant_webhooks	id	
C	merchant_webhooks	last_status_code	
C	merchant_webhooks	last_triggered_at	
C	merchant_webhooks	merchant_id	
C	merchant_webhooks	retry_max	
C	merchant_webhooks	secret	HMAC signing secret
C	merchant_webhooks	status	1=active 0=disabled
C	merchant_webhooks	target_url	
C	merchant_webhooks	timeout_ms	
C	merchant_webhooks	updated_at	
C	merchants	allowed_ips	聚合器报备公网 IP 白名单
C	merchants	created_at	
C	merchants	id	
C	merchants	merchant_code	商户唯一编码
C	merchants	name	商户名称
C	merchants	private_key	API 私钥 (加密存储)
C	merchants	private_key_prev	轮换过渡期旧私钥
C	merchants	private_key_prev_expires_at	旧私钥失效时间
C	merchants	public_key	API 公钥
C	merchants	status	1=启用 0=禁用
C	merchants	updated_at	
C	pending_transactions	bet_amount	minor units, scale=10000
C	pending_transactions	created_at	
C	pending_transactions	expected_action	settle_win|rollback_bet|none
C	pending_transactions	game_code	
C	pending_transactions	id	
C	pending_transactions	last_error	
C	pending_transactions	merchant_code	
C	pending_transactions	merchant_id	
C	pending_transactions	phase	bet_debited|win_pending|settled|orphan
C	pending_transactions	retry_count	
C	pending_transactions	round_id	Round / Nonce
C	pending_transactions	status	pending|done|failed
C	pending_transactions	trace_id	全链路 TraceID
C	pending_transactions	updated_at	
C	pending_transactions	user_id	
C	pending_transactions	wallet_bet_status	
C	pending_transactions	wallet_win_status	
C	pending_transactions	win_amount	minor units
C	player_merchant_profiles	bet_limit_override	{"min":10000,"max":5000000}
C	player_merchant_profiles	created_at	
C	player_merchant_profiles	currency_code	
C	player_merchant_profiles	display_name	
C	player_merchant_profiles	external_user_ref	optional merchant-side string id
C	player_merchant_profiles	id	
C	player_merchant_profiles	last_played_at	
C	player_merchant_profiles	lifetime_bet_minor	
C	player_merchant_profiles	lifetime_rounds	
C	player_merchant_profiles	lifetime_win_minor	
C	player_merchant_profiles	merchant_id	
C	player_merchant_profiles	risk_level	0=normal, 9=blocked
C	player_merchant_profiles	status	1=active 0=suspended
C	player_merchant_profiles	tags	["high_roller","test"]
C	player_merchant_profiles	updated_at	
C	player_merchant_profiles	user_id	player id in merchant system
C	player_merchant_profiles	vip_level	0=normal, higher=better
C	risk_alerts	action_taken	
C	risk_alerts	alert_type	
C	risk_alerts	created_at	
C	risk_alerts	game_code	
C	risk_alerts	id	
C	risk_alerts	merchant_code	
C	risk_alerts	merchant_id	
C	risk_alerts	rtp_ppm	实际RTP * 1e6，180%=1800000
C	risk_alerts	sample_size	
C	risk_alerts	scope_type	user | game
C	risk_alerts	scope_value	
C	risk_alerts	status	
C	risk_alerts	total_bet	
C	risk_alerts	total_win	
C	risk_blacklist	created_at	
C	risk_blacklist	expires_at	NULL=永久
C	risk_blacklist	id	
C	risk_blacklist	list_type	ip / user_id / merchant
C	risk_blacklist	list_value	黑名单值
C	risk_blacklist	reason	封禁原因
C	risk_blacklist	status	1=生效 0=解除
C	risk_blacklist	updated_at	
C	roles	created_at	
C	roles	description	
C	roles	id	
C	roles	name	
C	roles	updated_at	
C	schema_archive_policies	archive_strategy	delete/export_to_s3/partition_drop
C	schema_archive_policies	cold_retention_days	optional cold storage before purge
C	schema_archive_policies	created_at	
C	schema_archive_policies	hot_retention_days	keep in MySQL hot tier
C	schema_archive_policies	id	
C	schema_archive_policies	last_archived_at	
C	schema_archive_policies	notes	
C	schema_archive_policies	partition_column	e.g. created_at for monthly partitions
C	schema_archive_policies	status	
C	schema_archive_policies	table_name	
C	schema_archive_policies	updated_at	
C	schema_migrations	applied_at	
C	schema_migrations	description	
C	schema_migrations	id	
C	schema_migrations	version	迁移版本号
C	settlement_periods	commission_minor	platform share from GGR
C	settlement_periods	confirmed_at	
C	settlement_periods	confirmed_by	admin_users.id
C	settlement_periods	created_at	
C	settlement_periods	currency_code	
C	settlement_periods	ggr_minor	total_bet - total_win
C	settlement_periods	id	
C	settlement_periods	merchant_id	
C	settlement_periods	net_payable_minor	amount due (platform receivable)
C	settlement_periods	notes	
C	settlement_periods	period_end	
C	settlement_periods	period_start	
C	settlement_periods	period_type	daily/weekly/monthly
C	settlement_periods	status	draft/pending_review/confirmed/invoiced/paid
C	settlement_periods	total_bet_minor	
C	settlement_periods	total_rounds	
C	settlement_periods	total_win_minor	
C	settlement_periods	updated_at	
C	wallet_pending_ops	bet_amount	minor units
C	wallet_pending_ops	created_at	
C	wallet_pending_ops	id	
C	wallet_pending_ops	last_error	
C	wallet_pending_ops	merchant_code	
C	wallet_pending_ops	merchant_id	
C	wallet_pending_ops	op_type	win_failed / win_timeout / rollback
C	wallet_pending_ops	retry_count	
C	wallet_pending_ops	round_id	
C	wallet_pending_ops	status	pending / done / failed
C	wallet_pending_ops	updated_at	
C	wallet_pending_ops	user_id	
C	wallet_pending_ops	win_amount	minor units
